ev_stand,ev_hit,ev_double,realized_units,stand_shadow_units,hit_shadow_units
+1.000000,+1.000000,-0.533512,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.092391,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.768595,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.922006,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.847887,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.114286,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.440580,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.110448,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.432024,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.349845,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.446541,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.025559,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,+0.139610,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.518152,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.684746,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.386207,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.003597,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.294118,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.708955,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.844961,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.470120,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.530364,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.604938,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,+0.042194,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.613734,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.187500,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.816514,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.459330,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.356098,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,+0.386861,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.766010,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.685786,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.611111,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.678571,+0.000000,+0.000000,+0.000000
+0.000000,+0.000000,-0.834197,+0.000000,+0.000000,+0.000000
-1.000000,+0.000000,-0.920635,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,+0.155496,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.396739,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.267218,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.913408,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.609065,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.936782,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.608187,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.934718,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.908257,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.813665,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.495268,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.445513,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.739414,+1.000000,-1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,+0.076923,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,+0.043478,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.915441,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.797753,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.444444,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.805447,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.119048,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.102041,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.470588,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.772532,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.385965,+0.000000,+0.000000,+0.000000
+0.000000,+0.000000,-0.500000,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.595455,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.046729,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,-0.809524,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.616505,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.469287,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.154229,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.239295,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.772959,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.462963,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.387534,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,+0.382920,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.922006,+0.000000,-1.000000,+0.000000
+0.000000,+0.000000,-0.852691,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,-0.701149,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.064327,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.852071,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.259036,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.923547,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.760125,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.772152,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.554487,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.781046,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.613333,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.461017,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.003472,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.060932,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.223443,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.866171,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.545455,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.557692,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.411765,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.474104,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.240816,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.929167,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.289362,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.473451,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.750000,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.857820,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.141463,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.925926,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+0.380000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.772727,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.375959,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.470130,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.106952,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.847826,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.622590,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.844011,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.445070,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.920228,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.756522,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.926686,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,+0.185075,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.290909,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.475460,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.059190,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.927215,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.762821,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.764901,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.111111,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.287197,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.063380,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.340502,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.443636,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.927757,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.929134,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.436000,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.860656,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.262500,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.745763,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.862069,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.929515,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.774775,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.718894,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.481132,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.417476,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,-0.379310,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.010152,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.850515,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.932115,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.142857,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.554960,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.138965,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.840220,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.649718,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.754286,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.549849,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.623853,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.585670,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.701587,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.216828,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.427632,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.063545,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.812925,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,+0.376812,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.018450,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.045113,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.541985,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.140625,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.354582,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.280488,+1.000000,-1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.415966,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.034188,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.930131,+0.000000,-1.000000,+0.000000
+0.000000,+0.000000,-0.857143,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.916279,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.160099,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.922693,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.924242,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+0.232737,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.371429,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.078947,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.320856,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.926829,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.841096,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.616246,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.514451,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.842105,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.026706,+1.000000,-1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.782875,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.465409,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.320513,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.931818,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.145215,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.461538,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.535836,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.152778,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.332155,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.097473,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.485075,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.368821,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.146718,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.083004,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.650602,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.342975,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.203390,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.530435,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.463964,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.778302,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.661836,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,-0.536946,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.458853,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.843434,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.841432,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.923885,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.845745,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.155914,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.847826,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.153631,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.762712,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.762178,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.843023,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.283186,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.700599,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.924012,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.524691,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.440625,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.511111,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.623794,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.604575,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.613559,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.147368,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.492857,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.498182,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.503704,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.296154,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.636719,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.820717,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.943089,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.935897,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.934211,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.246637,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.899543,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.521127,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.884615,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.611650,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.002457,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.527363,+0.000000,+0.000000,+0.000000
-1.000000,+0.000000,-0.926952,+0.000000,-1.000000,+0.000000
+0.000000,+0.000000,-0.845758,+0.000000,+0.000000,+0.000000
+0.000000,+0.000000,-0.843750,+0.000000,+0.000000,+0.000000
-1.000000,+0.000000,-0.926121,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.922667,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+0.259459,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.682192,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.747222,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.392045,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.599415,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.431953,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.419162,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.175758,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.274691,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.275000,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.396825,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.541935,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.288660,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.324042,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.614841,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.923358,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.914815,+0.000000,-1.000000,+0.000000
-1.000000,+0.000000,-0.924528,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.576471,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.922131,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.527197,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.837607,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.919283,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.299539,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.254717,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.427184,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.380488,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.694581,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,+0.231920,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,-0.689922,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.147059,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.289973,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.457534,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.441667,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.778090,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.167630,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,+0.148485,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.862928,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.756329,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
+1.000000,+1.000000,-0.153846,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.610345,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,+0.000000,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.767273,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.776952,+1.000000,-1.000000,+1.000000
+0.000000,+0.000000,-0.279245,+0.000000,+0.000000,+0.000000
+1.000000,+1.000000,-0.877395,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.875486,+0.000000,+0.000000,+0.000000
-1.000000,+1.000000,-0.797619,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.463710,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.311475,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.037657,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.042735,+1.000000,+1.000000,+1.000000
-1.000000,+0.000000,-0.912664,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,+0.022422,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.557078,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.789720,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.468293,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.611650,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.763547,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+0.087282,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.477273,+1.000000,-1.000000,+1.000000
-1.000000,+1.000000,-0.457801,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.919897,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.459530,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.920635,+0.000000,-1.000000,+0.000000
-1.000000,+1.000000,-0.142091,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.858311,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.292011,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.072626,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.152975,+1.000000,-1.000000,+1.000000
-1.000000,+0.000000,-0.930233,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.858407,+1.000000,+1.000000,+1.000000
+0.000000,+0.000000,-0.856287,+0.000000,+0.000000,+0.000000
-1.000000,+0.000000,-0.927273,+0.000000,-1.000000,+0.000000
+1.000000,+1.000000,-0.852761,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.161392,+1.000000,-1.000000,+1.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-1.000000,+1.000000,-0.003268,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.528239,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
+1.000000,+1.000000,+0.075862,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,+0.000000,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.842857,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.305455,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,+1.000000,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.449057,+1.000000,-1.000000,+1.000000
+1.000000,+1.000000,-0.107692,+1.000000,+1.000000,+1.000000
-1.000000,+1.000000,-0.488281,+1.000000,-1.000000,+1.000000
